id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score,direction
16149,Travel,Fr!iend(s),Rai&ny,21:00,1,1,0,0,1,23,0
12749,Travel,Fam i!ly,?S%%unny,8:00,1,1,0,0,1,0,0
19372,Travel,Fa?mily,Rain&y,2 PM ,1,1,0,0,1,0,0
16746,Travel,F!a&m~ily,&?!Snowy,12:00,1,1,0,0,1,0,0
4847,Travel,Fa mi?ly,&~?&Sunny,13:00,1,0,0,0,1,0,0
1579,Visit,Alone,Rai?!ny,9PM ,1,0,0,1,0,20,1
6168,Visit,!Fa & mily,S!un~ny,18:00,1,0,0,1,0,23,1
15712,Visit,~&&Alone,!&S!unny,5  PM  ,1,0,0,1,0,0,1
5361,Work,Al!one,R&!%?ainy,7:00,1,1,1,0,1,22,0
7879,Work,&A%l%one,S~nowy,6:00,1,1,1,0,1,19,0
2919,Travel,Family,R~~!?ainy,18:00,1,1,0,0,1,1,0
10600,Travel,!?!&Family,&~Sn?owy,4PM ,1,1,0,0,1,0,0
13983,Travel,~&F&a?mily,S~unny,12AM  ,1,0,0,0,1,0,0
17098,Travel,F&amily,Sunny,14:00,1,1,0,0,1,0,0
3898,Visit,??Fa?mily,Sunny,20:00,1,1,0,0,1,3,0
3741,Travel,A lo%ne,Su?n?ny,8:00,1,1,0,0,1,0,0
6230,Travel, ?%&Alone,&%Sunny,4PM ,1,0,0,0,1,0,0
5427,Travel,Friend?(s),Sun?ny,14:00,1,1,0,0,1,0,0
10811,Travel,Fa%mily,Sunn%y,8 AM  ,1,1,0,0,1,9,0
10867,Travel,~? F~amily,%%%!Snowy,2  PM ,1,1,0,0,1,0,0
19619,Visit,&!%A lone,~Sn!!owy,17:00,1,1,0,0,1,0,0
14878,Visit,~Al !one,~?~Snowy,8  PM,1,0,0,0,1,8,0
5089,Visit,F!&amily,Su&nny,18:00,1,0,0,1,0,7,1
19897,Visit,Alon e,&S&u~nny,15:00,1,0,0,1,0,9,1
18768,Work,Alone,%R%a?iny,7 AM ,1,1,1,0,1,0,0
11812,Work,A%~lone,%Sno%wy,7:00,1,1,1,0,1,0,0
12631,Work,Alone,S!un&ny,6:00,1,0,0,1,0,0,1
5177,Travel,Fr~?ien&d(s),Sunny,11:00,1,1,0,0,1,2,0
17146,Travel, F rie?nd(s),Sunny,20:00,1,0,0,0,1,0,0
10440,Travel,F rie~&n d(s),R?ai&ny,7  PM,1,1,0,0,1,4,0
8541,Visit,A!lone,!%S?!nowy,21:00,1,0,0,0,1,0,0
18139,Visit,A?l? one,Su%?nny,4  PM  ,1,0,0,1,0,5,1
5297,Work,A?l one,Ra?i?ny,6AM ,1,1,1,0,1,0,0
7968,Work,Alo ne,S!&&&nowy,6  AM,1,1,1,0,1,0,0
5686,Travel,Alone,S~?u!nny,17:00,1,0,0,0,1,21,0
10841,Travel,Friend(s ),!Sunny,16:00,1,0,0,0,1,0,0
12017,Travel,Frie?nd(?s),&%!Sunny,19:00,1,0,0,0,1,0,0
6504,Travel,Frie %%n%d(s),&Ra!&iny,21:00,1,1,0,0,1,0,0
9244,Travel,%Frien!d(s),?Sn&owy,8PM ,1,1,0,0,1,0,0
4025,Travel,Family,Sunny,9AM  ,1,1,0,0,1,17,0
6280,Travel,~?Fa%mily,~R~a?iny,9:00,1,0,0,0,1,0,0
18120,Visit,Alone,&&S%nowy,6PM  ,1,1,0,0,1,0,0
14142,Visit,??  Alone,S?!~%nowy,7  PM  ,1,0,0,0,1,15,0
13770,Visit,A&l!one,%Sun?ny,18:00,1,0,0,1,0,14,1
18468,Work,?!A %lone,Ra!!iny,7  AM  ,1,1,1,0,1,15,0
10019,Work,% &A%lone,Snowy,7  AM ,1,1,1,0,1,0,0
6686,Travel,~%Alone,?&S~!unny,17:00,1,0,0,0,1,10,0
1820,Travel, Friend?(s),Sunny,12  AM ,1,1,0,0,1,0,0
18707,Travel,F%r!i%end(s),!?Sunny,20:00,1,0,0,0,1,0,0
8626,Travel,Frien~d(s),Ra!%iny,10  PM,1,1,0,0,1,0,0
12140,Travel,F%?a&mily,&S%%!unny,8PM  ,1,1,0,0,1,13,0
3565,Travel,?F~amily,Sunny,8 AM ,1,1,0,0,1,0,0
17355,Travel,F? ~%amily,!R!?ainy,2 PM  ,1,1,0,0,1,9,0
6961,Travel,F?a&m!ily,S~n&!owy,1  PM,1,1,0,0,1,0,0
13473,Visit,Alone,Snowy,6PM,1,1,0,0,1,0,0
11018,Visit,A&&??lone,Snowy,21:00,1,0,0,0,1,0,0
2577,Visit,Alone,Sun?ny,4PM,1,0,0,1,0,11,1
19087,Work,A?lo&ne,Sn~%owy,7 AM  ,1,1,1,0,1,0,0
18463,Travel,Frie&n&d(s),%?%&Rainy,19:00,1,1,0,0,1,0,0
1468,Travel,%!A?!lone,Su?nny,10:00,1,0,0,0,1,4,0
15561,Visit,Alone,Sno%wy,3 PM  ,1,1,0,0,1,0,0
11509,Visit, %&Alone,S~un?ny,18:00,1,0,0,1,0,0,1
16130,Work,!!Alone,R!ainy,7  AM  ,1,1,1,0,1,0,0
8786,Work,Alon?e,~Sn%owy,7 AM ,1,1,1,0,1,0,0
9883,Travel,& Al!one,%S?&&unny,17:00,1,0,0,0,1,4,0
15015,Travel,Fri?e~nd(s),S~u!&nny,12:00,1,1,0,0,1,8,0
4293,Travel,Frie~~n~&d(s),S?%unny,17:00,1,0,0,0,1,0,0
1250,Travel,Fri?end(s),Sunny,19:00,1,0,0,0,1,0,0
8711,Travel,Family,Ra&iny,12 AM ,1,1,0,0,1,0,0
2699,Visit,Al%o&ne,Snowy,6  PM,1,1,0,0,1,7,0
4738,Visit,~Alone,%S~nowy,10  PM ,1,0,0,0,1,4,0
15882,Visit,Family,S%u!?nny,3PM ,1,0,0,1,0,0,1
9769,Work,!A~&lone,Rai!ny,7:00,1,1,1,0,1,5,0
1799,Work,~A % lone,Snowy,7:00,1,1,1,0,1,7,0
6075,Travel,Friend(!s),S~u&nny,11AM ,1,1,0,0,1,0,0
3857,Travel,Friend(s~),Sunny,19:00,1,0,0,0,1,0,0
3645,Travel,Frie?nd(s),Rainy,10 PM ,1,1,0,0,1,0,0
4674,Travel,!Frien!d(s),S?~~?nowy,10AM  ,1,1,0,0,1,0,0
6709,Travel,F!rie~nd(s),Snow~y,22:00,1,1,0,0,1,0,0
1964,Travel,~A%?%lone,S%!&~unny,8:00,1,0,0,0,1,32,0
9468,Visit,Alone,Rainy,19:00,1,0,0,1,0,0,1
18420,Visit,Alone,?S!!~nowy,10 PM,1,0,0,0,1,0,0
17813,Visit,A~?%~lone,&?S&~unny,5  PM ,1,0,0,1,0,0,1
11892,Work,Alo? ne,&S!!nowy,6  AM ,1,1,1,0,1,0,0
14348,Travel,Alone,Sunny,9 AM ,1,1,0,0,1,0,0
1037,Travel,Alone,Su&nny,16:00,1,0,0,0,1,0,0
18699,Travel,%F! a%mily,?!S?%nowy,1 PM,1,1,0,0,1,0,0
4657,Visit,Al%o?ne,!!&Snowy,21:00,1,0,0,0,1,10,0
13440,Visit,?Fa~m%ily,%Sun%ny,3PM ,1,0,0,1,0,13,1
2260,Visit,Alone,!?Sunny,18:00,1,0,0,1,0,10,1
14605,Work,Alone,Snowy,6:00,1,1,1,0,1,9,0
19561,Travel,Alone,S?%&!unny,3 PM  ,1,0,0,0,1,17,0
5737,Travel,Friend(s),Sunny,1PM ,1,1,0,0,1,20,0
10435,Travel,Frie!nd(s),Sunny,15:00,1,0,0,0,1,0,0
16391,Travel, Frien~&d(s),R&?%~ainy,8 PM,1,1,0,0,1,0,0
4524,Travel,F&&r~i~end(s),!~S!%nowy,8 AM,1,1,0,0,1,0,0
5841,Travel,Fa~&mily,&Sn&owy,14:00,1,1,0,0,1,0,0
8338,Visit,&% A?lone,~~Snowy,6  PM,1,1,0,0,1,0,0
11456,Visit,A?l? one,Snowy,20:00,1,0,0,0,1,0,0
9857,Visit,Fam&i%ly,S~unny,6PM ,1,0,0,1,0,0,1
14992,Work,Alone,Rainy,7AM  ,1,1,1,0,1,17,0
4201,Work,Alone,%Sn%owy,7  AM  ,1,1,1,0,1,0,0
2088,Work,?! A!lone,Snowy,7:00,1,1,1,0,1,14,0
13162,Travel,Alone,Sunny,5 PM  ,1,0,0,0,1,0,0
17970,Travel,Fri end(s),Su?nny,13:00,1,1,0,0,1,0,0
1936,Travel,Frien d(s),Sunny,21:00,1,0,0,0,1,0,0
3754,Travel,Friend(s),~Ra%?iny,7 PM ,1,1,0,0,1,0,0
17607,Visit,Alon?e,Sun%&ny,15:00,1,1,0,1,0,0,1
15285,Visit,!A~%~lone,~Sn~!owy,20:00,1,0,0,0,1,84,0
17100,Visit,% &A lone,~Sun%ny,15:00,1,0,0,1,0,0,1
2170,Work,Alone,Ra?iny,6:00,1,1,1,0,1,0,0
12021,Work,?Alone,S?~nowy,6:00,1,1,1,0,1,0,0
15347,Travel,Alone,&S!u!nny,10:00,1,1,0,0,1,6,0
4567,Travel,F ri~en!d(s),R~ainy,9PM  ,1,1,0,0,1,0,0
15138,Travel,Famil?y,?Rainy,9 AM  ,1,0,0,0,1,0,0
14094,Travel,%F!amily,Snow%y,14:00,1,1,0,0,1,7,0
2194,Visit,Alone,Snowy,16:00,1,1,0,0,1,0,0
9251,Visit,Famil!y,?Sun&ny,15:00,1,0,0,1,0,6,1
2201,Visit,A!! lone,%??S!unny,16:00,1,0,0,1,0,0,1
18427,Work,~A? !lone,%Rainy,6  AM,1,1,1,0,1,13,0
16654,Work,  &A%lone,S%&?nowy,7 AM ,1,1,1,0,1,10,0
1754,Travel,F?%r~ien~d(s),%!S&~unny,19:00,1,0,0,0,1,9,0
8667,Travel,F ri%end~(s),Snowy,8  PM  ,1,1,0,0,1,0,0
14233,Visit,Alo&ne,Ra??iny,9PM ,1,0,0,1,0,0,1
16600,Visit,Alone,%Snowy,18:00,1,1,0,0,1,0,0
11883,Visit,A&lo&ne,S?!?nowy,7  PM,1,0,0,0,1,12,0
8919,Work,&A&!lone,R&?ainy,6  AM ,1,1,1,0,1,10,0
6759,Work, ?~&Alone,!Ra?iny,7:00,1,1,1,0,1,0,0
11665,Work,Alone,S~&nowy,6:00,1,1,1,0,1,8,0
10148,Work,%!Alone,Snowy,7 AM,1,1,1,0,1,7,0
7695,Work,Alone,!!S%?unny,6:00,1,0,0,1,0,0,1
9341,Travel,Friend( s),R?a%iny,20:00,1,1,0,0,1,0,0
9627,Travel,F&a%!mily,%&R~ainy,14:00,1,1,0,0,1,26,0
12736,Travel,Famil~y,S&!!?nowy,11:00,1,1,0,0,1,27,0
10934,Visit,Alone,~Sn~&owy,22:00,1,0,0,0,1,0,0
16043,Visit,Al&o ne,Su&%nny,18:00,1,0,0,1,0,0,1
2771,Work,A!lone,S?~%~nowy,7  AM  ,1,1,1,0,1,0,0
13180,Work,A %! lone,Sn&owy,7:00,1,1,1,0,1,18,0
15558,Visit,A!&%~lone,S%un?ny,5 PM,1,0,0,1,0,16,1
15552,Travel,?Al%&one,%?S%!unny,4PM,1,0,0,0,1,0,0
18349,Travel,Friend(s),%??S!unny,13:00,1,1,0,0,1,0,0
19082,Travel, ?Fr!ie%nd(s),Sunny,8 PM  ,1,0,0,0,1,0,0
8597,Travel,!Frie?&&nd(s),Snowy,9AM ,1,1,0,0,1,0,0
14627,Travel,F!riend(s),Sno!wy,9 PM ,1,1,0,0,1,0,0
17601,Visit,?? A?lone,&S!nowy,21:00,1,0,0,0,1,0,0
9938,Visit,Al&! one,&Sun%ny,5  PM ,1,0,0,1,0,31,1
3196,Work,Alo?ne,%!R??ainy,7:00,1,1,1,0,1,0,0
12093,Work,Alo %ne,?~!S%nowy,6:00,1,1,1,0,1,0,0
18971,Travel,F ri?en?~d(s),?!R??ainy,8 PM ,1,1,0,0,1,5,0
5601,Travel,Fam!&ily,Sun!ny,8:00,1,1,0,0,1,8,0
14892,Visit,% Alone,Su!&nny,18:00,1,0,0,1,0,0,1
10024,Travel,F?amily,R%ainy,10 PM  ,1,1,0,0,1,0,0
10555,Travel, ~F~amily,Sn!!?owy,15:00,1,1,0,0,1,35,0
18390,Travel,& ~A!lone,S!u%nny,10:00,1,1,0,0,1,0,0
1687,Travel, &Al!one,Sunn&y,5  PM  ,1,0,0,0,1,0,0
19792,Travel,F~rie%% nd(s),S&un~ny,17:00,1,0,0,0,1,0,0
16470,Travel,Fri&%e&nd(s),Sunny,10  PM  ,1,0,0,0,1,33,0
7486,Travel,Fri~e  ~nd(s),&&??Rainy,7PM ,1,1,0,0,1,0,0
7058,Travel,~Friend(s),!S&!%nowy,8AM,1,1,0,0,1,0,0
19115,Travel,Friend &(s),Snowy,7 PM  ,1,1,0,0,1,30,0
7858,Travel,Family,Sunn?y,2 PM ,1,1,0,0,1,0,0
9248,Visit,&A%l&one,%%Snowy,4  PM  ,1,1,0,0,1,0,0
16661,Visit,A&?l!one,!S~%unny,3  PM  ,1,0,0,1,0,38,1
15162,Visit,Family,&&S%%unny,22:00,1,1,0,0,1,0,0
13538,Work,&!A!lone,Snowy,6:00,1,1,1,0,1,0,0
13524,Work,Alone,~Sunny,6  AM ,1,0,0,1,0,0,1
4682,Travel,Family,Rainy,20:00,1,1,0,0,1,8,0
10676,Travel,F!a!mily,Snowy,6  PM,1,1,0,0,1,0,0
11784,Travel,Friend(s),Su%&&nny,12  AM  ,1,1,0,0,1,0,0
15237,Travel,Friend(s),&!Sunny,10PM,1,0,0,0,1,0,0
17127,Travel,Fr%iend(s),Ra!!%iny,7  PM ,1,1,0,0,1,1,0
11085,Travel,Fa!m& ily,Sunny,12:00,1,0,0,0,1,0,0
11804,Travel,Famil?y,S!&u&nny,11AM  ,1,1,0,0,1,0,0
10521,Visit,Alone,S%~~&nowy,7 PM  ,1,0,0,0,1,0,0
18087,Visit,A%!% lone,?Sunny,16:00,1,0,0,1,0,0,1
6866,Work,Al o?ne,!&~~Snowy,6 AM ,1,1,1,0,1,0,0
19607,Travel,A~%!lone,S%!u~nny,9:00,1,1,0,0,1,0,0
3871,Travel,Alone,~~~?Sunny,17:00,1,0,0,0,1,0,0
6362,Travel,%~Friend(s),%~Sunny,2  PM  ,1,1,0,0,1,0,0
16069,Travel,Frie&n d(s),Su&%nny,16:00,1,0,0,0,1,0,0
3849,Travel,Fami?ly,%~!~Sunny,8PM ,1,1,0,0,1,9,0
10406,Travel,? Fa&mily,R~~&%ainy,10  AM,1,0,0,0,1,11,0
1255,Travel,Family,S!!nowy,11 AM,1,1,0,0,1,0,0
1146,Visit, ?~Alone,Snowy,5 PM,1,1,0,0,1,0,0
10050,Visit,%&A?lone,S~nowy,21:00,1,0,0,0,1,7,0
11512,Visit,F?am%ily,Su?nny,5PM ,1,0,0,1,0,0,1
15089,Work, A~!lone,!%%R~ainy,7  AM,1,1,1,0,1,0,0
15569,Work,A lone,%S&%nowy,6  AM,1,1,1,0,1,0,0
5745,Work,!~A%lone,Snow&y,6 AM,1,1,1,0,1,0,0
8104,Travel,Al%o%ne,S&un%ny,9AM,1,1,0,0,1,0,0
10978,Travel,&Fr~iend(s),!&!S!unny,12AM  ,1,1,0,0,1,0,0
10203,Travel,Fri&e~nd(s),Sn?o~wy,8:00,1,1,0,0,1,0,0
19998,Travel,Fr%iend(s),%&Sn?owy,19:00,1,1,0,0,1,0,0
5419,Work,A&l% one,Rainy,6  AM ,1,1,1,0,1,0,0
5600,Work,A~~ !lone,!S~%%nowy,6:00,1,1,1,0,1,5,0
6757,Travel,Fr iend( s),!Su&nny,1 PM ,1,1,0,0,1,10,0
5922,Travel,Frie n~!!d(s),&Su~%nny,15:00,1,0,0,0,1,0,0
15738,Visit,%?Alone,Sn%owy,18:00,1,1,0,0,1,0,0
9998,Visit, &?A&lone,~Snowy,19:00,1,0,0,0,1,0,0
2894,Work,Alone,Rain?y,6:00,1,1,1,0,1,0,0
12761,Work,%Al!one,R&&a&iny,7:00,1,1,1,0,1,0,0
19649,Work,%Al!one,S!?nowy,6AM  ,1,1,1,0,1,0,0
6379,Work,Alone,Snowy,6  AM ,1,1,1,0,1,0,0
4693,Work,%!&A~lone,S%?~unny,6:00,1,0,0,1,0,0,1
11035,Travel,Alone,S!~%?unny,8:00,1,1,0,0,1,0,0
1123,Travel,&!Alone,~~S!&unny,18:00,1,0,0,0,1,0,0
7123,Travel,Friend(s),S~%unny,1 PM ,1,1,0,0,1,26,0
17172,Travel,Frien!?d(s),Sunny,4  PM  ,1,0,0,0,1,0,0
16415,Travel,Frie~nd(s),Sunny,20:00,1,0,0,0,1,0,0
3905,Travel,Alo ne,Sun!ny,10AM  ,1,0,0,0,1,0,0
13886,Visit,& A!?lone,Sn&%%owy,4  PM ,1,1,0,0,1,0,0
10282,Visit, &Al&one,?&%Snowy,20:00,1,0,0,0,1,0,0
7520,Work,A l %one,!?Rainy,6AM  ,1,1,1,0,1,0,0
8983,Work,Al?%one,?R&?&ainy,7:00,1,1,1,0,1,0,0
2292,Work,~Alone,&!?~Snowy,6:00,1,1,1,0,1,31,0
12007,Work,Al%!!one,Snowy,6AM ,1,1,1,0,1,0,0
3827,Travel,F%%am ily,R%ainy,22:00,1,1,0,0,1,0,0
9132,Travel,A?lone,Sunny,18:00,1,0,0,0,1,12,0
5483,Travel,Fri&end(s),!Rainy,19:00,1,1,0,0,1,8,0
10405,Travel,F&a ! mily,%Sun!ny,11:00,1,1,0,0,1,0,0
5208,Visit,Alon%e,&?Su&nny,6  PM,1,0,0,1,0,9,1
2163,Travel,F!a%&?mily,Rainy,5  PM,1,1,0,0,1,0,0
10901,Travel,Fa%~mily,Rainy,10 PM,1,1,0,0,1,0,0
2649,Travel,Alon!e,Sunny,5 PM,1,0,0,0,1,0,0
13437,Travel,F&r&ien%d(s),R!ainy,20:00,1,1,0,0,1,4,0
11013,Travel,Fri&!end(s),S~n?owy,10:00,1,1,0,0,1,0,0
18343,Travel,Family,Sunny,2 PM,1,0,0,0,1,0,0
1225,Visit,&!A!~lone,Snowy,16:00,1,1,0,0,1,0,0
10982,Visit,Al!one,%%Snowy,22:00,1,0,0,0,1,0,0
11061,Visit,A%l!~one,%Su?&nny,4PM ,1,0,0,1,0,2,1
18313,Work,~%%~Alone,Rainy,7:00,1,1,1,0,1,0,0
9860,Work,!%%Alone,!&Snowy,6:00,1,1,1,0,1,0,0
4451,Travel,Alone,Sun?ny,10:00,1,1,0,0,1,0,0
19741,Travel,?~%A~lone,Sunny,15:00,1,0,0,0,1,0,0
9813,Travel,Frien~d(s),~S!!unny,13:00,1,1,0,0,1,0,0
13251,Travel,Friend (s),Su&%?nny,15:00,1,0,0,0,1,0,0
7785,Travel,Friend(s),Sunny,8:00,1,1,0,0,1,0,0
12016,Travel,Fr?~i~end(s),~S!&unny,10PM ,1,0,0,0,1,0,0
11662,Travel,Friend%(s),S~no?wy,10  PM ,1,1,0,0,1,15,0
1184,Travel,A~lo ne,Su%n?ny,10:00,1,0,0,0,1,0,0
17042,Visit,&Alo!ne,%R?ainy,20:00,1,0,0,1,0,0,1
11020,Visit,?%A!&lone,~??S!nowy,17:00,1,1,0,0,1,0,0
19907,Visit,&~A&lone,Snowy,22:00,1,0,0,0,1,0,0
2320,Work,A?lone,!&~?Rainy,6:00,1,1,1,0,1,0,0
4839,Work,&~A??lone,R%a?iny,6:00,1,1,1,0,1,28,0
12282,Work,Alone,Sno&wy,7 AM,1,1,1,0,1,18,0
7311,Work,Al?%?one,%S?&nowy,6:00,1,1,1,0,1,26,0
12241,Travel,Fr%ie?%%nd(s),!~S%!unny,4  PM,1,0,0,0,1,0,0
15688,Travel,&Family,~~S~&unny,10AM ,1,1,0,0,1,0,0
6287,Visit,&!A?&lone,Sno~wy,3PM ,1,1,0,0,1,4,0
12319,Visit, A~!lone,&&&?Snowy,10  PM,1,0,0,0,1,4,0
17184,Visit,Fa%?? mily,Su!nny,16:00,1,0,0,1,0,0,1
1969,Work,Al!~one,Sn~o?wy,6AM,1,1,1,0,1,0,0
7352,Work,!A&lone,Snow!y,6:00,1,1,1,0,1,4,0
1681,Travel,?A~?!lone,~Sunny,3 PM  ,1,0,0,0,1,0,0
17460,Travel,Friend(s),Rainy,19:00,1,1,0,0,1,0,0
13917,Travel,~!F?a?mily,S~%!~nowy,2PM,1,1,0,0,1,0,0
15524,Visit, A!l&one,%!S~%nowy,22:00,1,0,0,0,1,18,0
10598,Work,Alon?e,&?%R%ainy,7  AM ,1,1,1,0,1,0,0
9329,Work,Al o!ne,Snowy,6 AM  ,1,1,1,0,1,0,0
13972,Travel,Fami%%ly,R!&?%ainy,17:00,1,1,0,0,1,0,0
4916,Travel,Fa m&ily,Rain?y,9PM ,1,1,0,0,1,0,0
6682,Travel,Family,%S??!nowy,5  PM  ,1,1,0,0,1,0,0
5866,Travel,Al?one,S!u!!nny,9:00,1,1,0,0,1,0,0
6390,Travel,Alone,S?&unny,15:00,1,0,0,0,1,0,0
4811,Travel,Friend(~s),%S?u%nny,6 PM ,1,0,0,0,1,14,0
10053,Travel,Fr!~!ie&nd(s),S?~nowy,10 AM  ,1,1,0,0,1,12,0
19963,Travel,Frien?d%!(s),!&&?Snowy,10 PM  ,1,1,0,0,1,9,0
11591,Travel,Fami %ly,~S!u!nny,14:00,1,1,0,0,1,11,0
6305,Visit,%Al~!one,Sunny,17:00,1,1,0,1,0,0,1
2710,Visit,!Al%&one,Sn%owy,17:00,1,1,0,0,1,0,0
17768,Visit,Al~one,Sn?owy,9PM  ,1,0,0,0,1,0,0
2868,Visit,Alone,!?Sunny,17:00,1,0,0,1,0,16,1
4777,Visit,%F &amily,S&&&?unny,9PM ,1,1,0,0,1,0,0
11240,Work,Alone,Sn!owy,6:00,1,1,1,0,1,12,0
2226,Work, Al one,Sunny,6:00,1,0,0,1,0,0,1
1045,Travel,Alone,S~u&?nny,8:00,1,1,0,0,1,0,0
10855,Travel,Al&o~ne,!Sunny,4PM  ,1,0,0,0,1,5,0
18744,Travel,?Fr%iend%(s),Sunny,13:00,1,1,0,0,1,3,0
15083,Travel,Fri! ~end(s),Sunny,20:00,1,0,0,0,1,4,0
15194,Travel,Friend(s),R!?~~ainy,8PM ,1,1,0,0,1,1,0
11800,Travel,Frie%&&n d(s),Snowy,10  PM ,1,1,0,0,1,0,0
19828,Travel,Alone,Sunny,10AM  ,1,0,0,0,1,2,0
6959,Visit,Alone,Snow&y,3  PM  ,1,1,0,0,1,3,0
1008,Visit,Alone,Snowy,8  PM ,1,0,0,0,1,1,0
5820,Visit,~%&Alone,S?u~!nny,4  PM  ,1,0,0,1,0,3,1
18227,Work,Al one,R?a!~iny,7AM,1,1,1,0,1,3,0
1484,Work,A l&one,R?!a&iny,7  AM  ,1,1,1,0,1,0,0
7302,Work,! ~A~lone,Snowy,6:00,1,1,1,0,1,0,0
4224,Work,Alo?ne,S?&nowy,6  AM,1,1,1,0,1,0,0
16359,Travel,&Fami&ly,Ra~&iny,21:00,1,1,0,0,1,0,0
17827,Travel,Fam!ily,Snowy,3  PM,1,1,0,0,1,0,0
5068,Travel,!F~~riend(s),Sunny,12:00,1,1,0,0,1,0,0
8955,Travel,Fri&en d (s),~?!Rainy,20:00,1,1,0,0,1,14,0
11334,Travel,?Family,Sunny,14:00,1,0,0,0,1,0,0
1688,Visit,Al%! one,%S&!~nowy,20:00,1,0,0,0,1,0,0
7827,Visit,Alone,S~&u?nny,3  PM ,1,0,0,1,0,0,1
19585,Work,Alone,~%&?Rainy,7  AM ,1,1,1,0,1,0,0
4156,Work,!!?A!lone,Sn%owy,7:00,1,1,1,0,1,0,0
16925,Work,A!l~one,Sn%~~owy,6:00,1,1,1,0,1,0,0
7338,Work,%Alo%ne,Sun&ny,6AM  ,1,0,0,1,0,16,1
17494,Travel,%Fa&!mily,Rainy,8  PM  ,1,1,0,0,1,0,0
13674,Travel,Family,S%no?wy,18:00,1,1,0,0,1,0,0
1670,Travel,Alone,%Sunny,16:00,1,0,0,0,1,10,0
12090,Visit,?Al?%one,S!nowy,6PM ,1,1,0,0,1,0,0
10110,Work, Al!one,S!n!owy,6  AM  ,1,1,1,0,1,0,0
15335,Travel,?F~rien%d(s),Rain?y,19:00,1,1,0,0,1,0,0
4233,Travel, Alo~ne,%S&~unny,8 AM,1,0,0,0,1,0,0
5279,Visit,Alo~&ne,S!n?owy,3PM ,1,1,0,0,1,0,0
7936,Visit,Alo!ne,~Sunny,15:00,1,0,0,1,0,0,1
13221,Travel,Friend(~ s),~S?nowy,9  AM ,1,1,0,0,1,0,0
4737,Travel,Frie&%n!d(s),&!Snowy,9  PM  ,1,1,0,0,1,17,0
13429,Travel,Family,R!ai!ny,8  AM ,1,0,0,0,1,16,0
3923,Travel, Family,!Sn?owy,13:00,1,1,0,0,1,0,0
11083,Visit,Alone,?Snowy,15:00,1,1,0,0,1,0,0
17258,Work,!!Alone,Rainy,6AM,1,1,1,0,1,0,0
18873,Work,Alone,S!nowy,6:00,1,1,1,0,1,0,0
4180,Travel,Frien!d(s),Snowy,10:00,1,1,0,0,1,0,0
3795,Travel,Friend(s),Snowy,8  PM,1,1,0,0,1,0,0
18383,Travel,Fam!ily,&Sunny,11:00,1,0,0,0,1,0,0
2519,Visit,A&%lone,Snowy,5 PM  ,1,1,0,0,1,0,0
16002,Work,Alone,R~~!&ainy,6 AM ,1,1,1,0,1,0,0
3963,Work,&~Al one,&%!S!nowy,7AM  ,1,1,1,0,1,0,0
8528,Work,Alone,Sno&wy,7AM ,1,1,1,0,1,16,0
10764,Travel, Al?one,Su?~?nny,10:00,1,1,0,0,1,10,0
3602,Travel,Alo~ne,Sunn&y,18:00,1,0,0,0,1,9,0
9145,Travel, Friend &(s),Sunn?y,12:00,1,1,0,0,1,0,0
13619,Travel,Friend(s),Sunny,4PM  ,1,0,0,0,1,0,0
4994,Travel,Friend(s),Rainy,20:00,1,1,0,0,1,0,0
14037,Travel,Family,S?!unny,10:00,1,1,0,0,1,0,0
4893,Travel,%F!a&mily,R!~&ainy,13:00,1,1,0,0,1,8,0
7604,Travel, Family,S%?%!nowy,2PM ,1,1,0,0,1,0,0
16851,Visit,??!A&lone,S~~n~owy,6 PM  ,1,1,0,0,1,0,0
13744,Visit,%A?~&lone,Snowy,20:00,1,0,0,0,1,13,0
1057,Visit, F~am!ily,Su%n?ny,5PM ,1,0,0,1,0,0,1
19384,Visit, ~Al%one,Sunny,16:00,1,0,0,1,0,0,1
12052,Travel,F&a&~%mily,Rainy,7  PM ,1,1,0,0,1,0,0
9723,Travel,Fam&i&ly,Sno?wy,17:00,1,1,0,0,1,0,0
13763,Travel,Fr?ien~d(s),Su~nny,11AM  ,1,1,0,0,1,29,0
17427,Visit, Al~one,Snow%y,20:00,1,0,0,0,1,0,0
8898,Visit,A~~~?lone,S!!&unny,16:00,1,0,0,1,0,0,1
4280,Work,A%??%lone,S%~?~nowy,7  AM  ,1,1,1,0,1,0,0
5115,Travel,Frie nd(!s),Su!nny,13:00,1,1,0,0,1,0,0
4468,Travel,F ri&end&(s),&R?&!ainy,9  PM  ,1,1,0,0,1,23,0
18839,Visit,!!%A lone,Snow&y,19:00,1,0,0,0,1,21,0
3776,Visit,~ !A?lone,Sun!ny,4 PM ,1,0,0,1,0,0,1
10897,Work,A&l one,R~ai?ny,6AM,1,1,1,0,1,0,0
18604,Work,!A~%%lone,%S?n%owy,6AM  ,1,1,1,0,1,0,0
6780,Travel,&Alo&ne,Sunny,8:00,1,1,0,0,1,0,0
15875,Travel,Fa!mi&ly,Rainy,13:00,1,1,0,0,1,23,0
10284,Travel,Fa%m&!ily,%Snowy,12:00,1,1,0,0,1,19,0
7290,Visit,A?!?lone,Snowy,18:00,1,1,0,0,1,0,0
16204,Work,? Alone,Sn~o%wy,6  AM  ,1,1,1,0,1,20,0
